JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transformed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping method,ADS Reference,Digitizer,Credit
JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2439641.7,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439670.7,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439688.7,11.5,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439698.7,11.6,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439717.7,11.6,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439736.74,11.5,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439739.69,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439740.61,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439741.66,11.5,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439744.61,11.6,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439745.6,11.7,,,Vis.,BRJ,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439747.62,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439749.56,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439751.6,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439756.7,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439760.5,11.4,,,Vis.,BRJ,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439764.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439766.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439767.6,11.6,,,Vis.,BRJ,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439786.6,11.5,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439788.5,11.0,,,Vis.,BRJ,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439790.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439792.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439800.5,11.8,,,Vis.,BRJ,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439800.6,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439821.5,11.4,,,Vis.,BRJ,,,,,,,,V,,,,V482 CYG,,STD,,,,
2439822.6,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440028.66,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440036.69,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440038.66,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440054.64,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440058.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440059.68,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440066.63,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440090.65,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440100.6,11.5,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440107.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440112.6,11.5,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440114.6,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440118.6,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440120.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440122.6,11.5,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440127.6,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440134.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440139.6,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440143.5,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440146.6,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440150.5,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440153.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440159.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440161.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440163.5,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440171.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440183.5,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440197.5,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440199.5,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440372.7,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440376.7,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440380.7,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440382.7,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440384.7,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440389.7,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440394.7,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440401.7,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440404.7,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440408.7,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440411.6,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440417.7,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440419.7,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440445.7,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440474.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440480.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440483.7,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440485.6,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440487.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440491.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440493.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440494.6,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440499.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440503.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440505.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440507.5,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440509.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440512.6,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440517.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440522.6,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440525.6,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440541.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440547.6,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440550.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440551.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440554.5,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440560.5,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440561.5,10.9,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440562.6,10.9,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440569.5,10.9,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440576.5,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440597.5,10.9,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440737.7,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440745.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440750.7,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440752.7,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440758.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440765.7,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440773.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440780.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440784.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440810.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440823.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440834.6,10.9,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440836.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440841.7,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440846.5,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440849.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440852.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440864.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440866.6,10.9,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440878.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440886.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440889.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440907.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440910.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440914.5,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440925.5,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2440948.5,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441065.8,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441094.7,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441108.8,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441113.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441119.7,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441121.7,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441135.7,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441137.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441140.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441145.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441172.7,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441176.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441178.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441180.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441182.6,11.4,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441210.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441219.7,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441224.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441231.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441236.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441237.6,11.3,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441242.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441245.5,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441251.5,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441254.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441260.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441263.6,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441269.5,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441272.5,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441278.6,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441287.5,11.2,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441290.5,11.1,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441295.5,11.0,,,Vis.,HOW,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441297.5,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441299.5,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441304.5,10.9,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441305.3,11.2,,,Vis.,HOW,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441325.5,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441333.5,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441357.7,11.1,,,Vis.,HOW,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441401.6,11.2,,,Vis.,HOW,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441416.8,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441427.7,11.1,,,Vis.,HOW,,,,,,,,V,,,,V482 CYG,,STD,,,,
2441437.7,11.0,,,Vis.,LX,,,,,,,,V,,,,V482 CYG,,STD,,,,
